client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
be74e26a21cf5a747ffd3062dda9e2ef04c5c0039b4fb1fcca3229b6d0ad3d5de992b4cee68a56dd08b0540bc8ddee633ad4039954c81946906813bb2c34fefd	common_voice_tt_17343435.mp3	Күккә ашкан байрагын.	0	2	thirties	male		tt	
11d5e99f7bd5b4f8492a06bb1ec22aa9110bba6ea9918f2a9adec05d686304d568ab7063daf8915d3fccfb4dd44b81646bd13a33ca130ac4014560bba4c2db0b	common_voice_tt_17343555.mp3	Ул арада убырлы карчык кире әйләнеп кайткан да килене артыннан куа чыккан.	0	2	thirties	male		tt	
bb10e83bdf015da18144f427509d8cb56cfa4884527dc0cb3da927c845b733e48d3c451ae9538723b747fd6e34b15a863635e71b09a7611b7484f09e4cd109be	common_voice_tt_17343558.mp3	Вакыт аяусыз.	1	2	thirties	male		tt	
9616e97e74f05aa3467d0840d78f42f0b6830f9c170395300d99cb8c4a3c6daeb53f966e6f953c1f88e5c330fe4c752d13e39595a0101da9e3f6bae787e3a4e5	common_voice_tt_17348239.mp3	Чыннан да шулай икән.	0	2				tt	
52902787e034245e334c5b309e40d055e08614dfee6ed16eebbaee86f6b70cad7ac841782f5d4a0566fed5afda21f3f72874020013abbe44c67264294f2f0a4d	common_voice_tt_17348808.mp3	Сискәнеп киттем.	0	2				tt	
52902787e034245e334c5b309e40d055e08614dfee6ed16eebbaee86f6b70cad7ac841782f5d4a0566fed5afda21f3f72874020013abbe44c67264294f2f0a4d	common_voice_tt_17348809.mp3	Җылаган тавыш белән.	1	2				tt	
438310b989ecc96c7a220c74a402150ecbd623f78fd461b086408b629df0c5ddacde0d47849254fea9f0e405dd0b48e039e22a1dd688246769a5e30b5f23aa6a	common_voice_tt_17348987.mp3	Татарстан гына да өч миллион халкыннан җиде йөз меңнән артык улын һәм кызын фронтка озатты.	1	2	thirties	female		tt	
fe614e9d1aadc1e1cde867c0bd8cdaa552c08a6c64eb7da865f90d92d4c1c4c3d474b2ccb7f437035dbf958554c7fb0a701f0b0689cfebf0e65d6df444547253	common_voice_tt_17349248.mp3	Бу уйлар бер үк вакытта тетрәндергеч тә, куандыргыч та...	1	2				tt	
21b7343c1883ff4f307c947bf6d06d3a8499c9f8e3c2800d57dc716505be9538a23e06da23ee624c015fcd060a42a9252356a80bdd93e3593fe8bbcf5cc27746	common_voice_tt_17349425.mp3	Бу беренчедән.	1	2				tt	
21b7343c1883ff4f307c947bf6d06d3a8499c9f8e3c2800d57dc716505be9538a23e06da23ee624c015fcd060a42a9252356a80bdd93e3593fe8bbcf5cc27746	common_voice_tt_17349482.mp3	Бу безнең аталарыбыздан, аналарыбыздан кадерлерәк кеше.	1	2				tt	
5d4b228aafe4421048cac9dd85d69ea81517d70774ac795ae618e5590d4d38faef1758fef88e686af84f9d8477994673f8948ae6b38b5f9d849a3e0635928ee1	common_voice_tt_17349682.mp3	Уңышлар теләп калабыз!	1	2				tt	
6d981b3019766e33384ed5b922d2c52faf7bc41fa8f4153e0e9214fa04610ab057c7944f2814caf909474fc828ce2c8be3baabddd1bd5eb4fa6d13fc53174853	common_voice_tt_17349958.mp3	Кайсы ук ата, кайсы элмәк ыргыта.	0	2				tt	
1c1d2bddca837a33a53e4967537f4c438f08d912c20990a0b67c511a3ed4fbc6d728ec315bc80abcd48cc9cdf8c557b4c758dfea6936fc0ccc95560ff6bbd491	common_voice_tt_17350068.mp3	Кадерле укытучылар!	1	2				tt	
01fb7c177739079cfc7b85f28ed9057f62312a8e5229f8364e03ea79af4b9dceb4280c8ac734ed44f769c61e7a94b5ef03a49fb0ac9863997c548ac035e9c496	common_voice_tt_17350081.mp3	Менә шундый хәлләр...	0	2				tt	
01fb7c177739079cfc7b85f28ed9057f62312a8e5229f8364e03ea79af4b9dceb4280c8ac734ed44f769c61e7a94b5ef03a49fb0ac9863997c548ac035e9c496	common_voice_tt_17350092.mp3	Бер атуда егылыр да төшәр.	0	2				tt	
51f70d853095b4e382759f339331fbc26022e3886d44ffa95cfb9e7ee26b3235c3aef84454099345b6c9b22d6c87eb421274bceac4c88724695ecec7a04d066a	common_voice_tt_17350161.mp3	Кая бара бу дөнья?	1	2	thirties	male		tt	
52902787e034245e334c5b309e40d055e08614dfee6ed16eebbaee86f6b70cad7ac841782f5d4a0566fed5afda21f3f72874020013abbe44c67264294f2f0a4d	common_voice_tt_17350198.mp3	Монда эпитетлар дин тойгыларын үстерүгә хезмәт иттерелеп китерелгәннәр.	0	2				tt	
52902787e034245e334c5b309e40d055e08614dfee6ed16eebbaee86f6b70cad7ac841782f5d4a0566fed5afda21f3f72874020013abbe44c67264294f2f0a4d	common_voice_tt_17350209.mp3	Тилене бөтен дөнья бетереп мактыйлар, тамагы туйганчы ашаталар.	1	2				tt	
922cff9802847fa3897ff20ff8366e6302e3de0c161c5e0921f68d275c71a7b7e3b14073bc073fefcca7ceaf06983d9ba62049e0c223a2f632fbbbfea37b465c	common_voice_tt_17350346.mp3	Торса, ни күзе белән күрсен, амбарның эчендә тары белән ярма аерылып куелган энҗе кебек тезеп.	1	2	twenties	female		tt	
922cff9802847fa3897ff20ff8366e6302e3de0c161c5e0921f68d275c71a7b7e3b14073bc073fefcca7ceaf06983d9ba62049e0c223a2f632fbbbfea37b465c	common_voice_tt_17350362.mp3	Мулланың йорты янып беткән, күршеләренең бер казыкларына да, бер чыбыкларына да ут капмаган.	1	2	twenties	female		tt	
922cff9802847fa3897ff20ff8366e6302e3de0c161c5e0921f68d275c71a7b7e3b14073bc073fefcca7ceaf06983d9ba62049e0c223a2f632fbbbfea37b465c	common_voice_tt_17350367.mp3	Ахырда әби җибәрә.	1	2	twenties	female		tt	
922cff9802847fa3897ff20ff8366e6302e3de0c161c5e0921f68d275c71a7b7e3b14073bc073fefcca7ceaf06983d9ba62049e0c223a2f632fbbbfea37b465c	common_voice_tt_17350383.mp3	Көтеп утыручы.	1	2	twenties	female		tt	
922cff9802847fa3897ff20ff8366e6302e3de0c161c5e0921f68d275c71a7b7e3b14073bc073fefcca7ceaf06983d9ba62049e0c223a2f632fbbbfea37b465c	common_voice_tt_17350392.mp3	Өлкән ул шул ашап утырган урынында торып калды.	0	2	twenties	female		tt	
922cff9802847fa3897ff20ff8366e6302e3de0c161c5e0921f68d275c71a7b7e3b14073bc073fefcca7ceaf06983d9ba62049e0c223a2f632fbbbfea37b465c	common_voice_tt_17350394.mp3	Барып кердек.	1	2	twenties	female		tt	
922cff9802847fa3897ff20ff8366e6302e3de0c161c5e0921f68d275c71a7b7e3b14073bc073fefcca7ceaf06983d9ba62049e0c223a2f632fbbbfea37b465c	common_voice_tt_17350408.mp3	Өченче кычкыруда егет сикереп торды.	1	2	twenties	female		tt	
922cff9802847fa3897ff20ff8366e6302e3de0c161c5e0921f68d275c71a7b7e3b14073bc073fefcca7ceaf06983d9ba62049e0c223a2f632fbbbfea37b465c	common_voice_tt_17350409.mp3	Кызны чыгарып биргәч, дүрт батыр арасында талаш китте.	0	2	twenties	female		tt	
922cff9802847fa3897ff20ff8366e6302e3de0c161c5e0921f68d275c71a7b7e3b14073bc073fefcca7ceaf06983d9ba62049e0c223a2f632fbbbfea37b465c	common_voice_tt_17350410.mp3	Шәһәргә җитәр алдыннан бик тә югары тау була.	1	2	twenties	female		tt	
922cff9802847fa3897ff20ff8366e6302e3de0c161c5e0921f68d275c71a7b7e3b14073bc073fefcca7ceaf06983d9ba62049e0c223a2f632fbbbfea37b465c	common_voice_tt_17350414.mp3	Билгеле булганча, тарихи әсәр язарга алынган язучыга талантлы каләм остасы булу гына җитми.	1	2	twenties	female		tt	
922cff9802847fa3897ff20ff8366e6302e3de0c161c5e0921f68d275c71a7b7e3b14073bc073fefcca7ceaf06983d9ba62049e0c223a2f632fbbbfea37b465c	common_voice_tt_17350420.mp3	Кара елан шул баскычка бер орына, ике орына да искиткеч матур егеткә әверелә.	1	2	twenties	female		tt	
d0ecea4b2f6030c8a1665e2e6270fb20c54d483123956c13c41ab328bf9ee8255ac8691f105bfa3eda0d0f153324ccefd467b8bd144f5d0bece95c6e38b1e872	common_voice_tt_17350430.mp3	Китеп-китеп тагын бер ай тулганда, бер тау буйлап баралар.	0	2				tt	
9436c9ae88aa9662ec54a79d1848566fe61882356643bb26b797c26857016bc4568290833340869d2b1aa807dd48fe47d0bd27599d4af7622c8d7c9e42ed66b6	common_voice_tt_17350561.mp3	Башта Сабирның ни өчен көрәшкәне дә билгеле булмый.	1	2				tt	
9436c9ae88aa9662ec54a79d1848566fe61882356643bb26b797c26857016bc4568290833340869d2b1aa807dd48fe47d0bd27599d4af7622c8d7c9e42ed66b6	common_voice_tt_17350572.mp3	Бу кичәдә хикмәтле рәвештә башкарылачак эшләрнең иң әһәмиятлеләре сайланып билгеләнә.	1	2				tt	
9436c9ae88aa9662ec54a79d1848566fe61882356643bb26b797c26857016bc4568290833340869d2b1aa807dd48fe47d0bd27599d4af7622c8d7c9e42ed66b6	common_voice_tt_17350578.mp3	Олы абыйлары хатыны гына, кияве булмаганга, күңелсезләнебрәк кайта.	1	2				tt	
5ea63f158540f44800899ba6ee21a1ebb46d7551d8cd3cf1dec0b23163029b624bf7f1f6949fbcbd69d2b5db7006a3493a69082609b9386fb3d219c7aff047c6	common_voice_tt_17352831.mp3	Тинчурин анакаем белән чәй эчеп, сөйләшеп утыралар иде.	0	2	sixties	male		tt	
687025afd5ce033048472754c8d2cb1cf8a617e469866bbdb3746e2bb2194202094a715906f91feb1c546893a5d835347f4869e7def2e360ace6616fb4340e38	common_voice_tt_17353233.mp3	Ул татарның бетүгә хөкем ителүенә ихлас әрнеде.	1	2	thirties	male		tt	
e651c01fdf7d0399f68fc8098d33b9f844a3d7c08d10a1840cc6b9da9f8f6d1a6891739322e809b225e319cceb77c4cd0be185235f14c197cf91022c87aefc88	common_voice_tt_17353481.mp3	Хуҗалык рәисе.	0	2				tt	
a4c5701ab22fdc50089619d95510383eb2796f50589edb810ae08902148fa8136d0391b50fde668674671ddb1681f7cfe3b25cd5df8603808fdd77d58f03535d	common_voice_tt_17356290.mp3	Утырышта башка мәсьәләләр дә каралды.	0	2				tt	
a4c5701ab22fdc50089619d95510383eb2796f50589edb810ae08902148fa8136d0391b50fde668674671ddb1681f7cfe3b25cd5df8603808fdd77d58f03535d	common_voice_tt_17356292.mp3	Бик күп вакытлар баргач, барып җитәләр бер биек яр буена.	1	2				tt	
