client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
594819d0419bb555d53b65fd31462c0a3f4a36cde20ea7d57bd3e31aa6110786847d23898261f088022f8a3d5db81ae9d390d5c504ba0f5e4af7fc8e128e34e4	common_voice_ky_17357347.mp3	Айыл жериндеги адамдар абдан кыйналат.	0	2	thirties	male		ky	
594819d0419bb555d53b65fd31462c0a3f4a36cde20ea7d57bd3e31aa6110786847d23898261f088022f8a3d5db81ae9d390d5c504ba0f5e4af7fc8e128e34e4	common_voice_ky_17357349.mp3	Ал кубокко татыктуу, — деди Федерер жеңиш сөзүндө.	0	2	thirties	male		ky	
594819d0419bb555d53b65fd31462c0a3f4a36cde20ea7d57bd3e31aa6110786847d23898261f088022f8a3d5db81ae9d390d5c504ba0f5e4af7fc8e128e34e4	common_voice_ky_17357352.mp3	Мэрди кантип бошотуу мүмкүн экенин түшүндүрөбүз.	0	2	thirties	male		ky	
594819d0419bb555d53b65fd31462c0a3f4a36cde20ea7d57bd3e31aa6110786847d23898261f088022f8a3d5db81ae9d390d5c504ba0f5e4af7fc8e128e34e4	common_voice_ky_17383553.mp3	Айдоочулардын турганына бир жума болду, ачка болушту.	1	2	thirties	male		ky	
594819d0419bb555d53b65fd31462c0a3f4a36cde20ea7d57bd3e31aa6110786847d23898261f088022f8a3d5db81ae9d390d5c504ba0f5e4af7fc8e128e34e4	common_voice_ky_17383557.mp3	Мен ага Мен акча берем.	0	2	thirties	male		ky	
08cf9ff5641d3e8d202d59ee5c88cb692767dea82f85ae7fcea0c26f5729b2f79dacc5139adcfa611edc809a8b5a3c568f30c8ba394a4f1ef6ef53350c4e1d09	common_voice_ky_17402856.mp3	Ага автоунаа тогуз жашар баланы сүзүп өлтүргөнү себеп болгон.	1	2				ky	
08cf9ff5641d3e8d202d59ee5c88cb692767dea82f85ae7fcea0c26f5729b2f79dacc5139adcfa611edc809a8b5a3c568f30c8ba394a4f1ef6ef53350c4e1d09	common_voice_ky_17403877.mp3	Жаш сүрөтчү Сайхиросакинин өз ысымы Сүйүн Байзаков.	0	3				ky	
08cf9ff5641d3e8d202d59ee5c88cb692767dea82f85ae7fcea0c26f5729b2f79dacc5139adcfa611edc809a8b5a3c568f30c8ba394a4f1ef6ef53350c4e1d09	common_voice_ky_17403878.mp3	МКК эмне деп айтаарын угуп көрөм, — деди ал.	0	2				ky	
08cf9ff5641d3e8d202d59ee5c88cb692767dea82f85ae7fcea0c26f5729b2f79dacc5139adcfa611edc809a8b5a3c568f30c8ba394a4f1ef6ef53350c4e1d09	common_voice_ky_17403880.mp3	Ал өзүнүн моюну менен сол колун кесип жараат алган, — деди ал.	1	2				ky	
08cf9ff5641d3e8d202d59ee5c88cb692767dea82f85ae7fcea0c26f5729b2f79dacc5139adcfa611edc809a8b5a3c568f30c8ba394a4f1ef6ef53350c4e1d09	common_voice_ky_17403881.mp3	Кудайга шүгүр, жумуш таап, өз алдымча бутка турдум.	1	2				ky	
08cf9ff5641d3e8d202d59ee5c88cb692767dea82f85ae7fcea0c26f5729b2f79dacc5139adcfa611edc809a8b5a3c568f30c8ba394a4f1ef6ef53350c4e1d09	common_voice_ky_17403890.mp3	Биз Совет доорунда болгон мамилелерди калыбына келтирип жатабыз.	1	2				ky	
18459d821b095109cec8ce893b6a886bd3974d78327a20298c0d11bd0df10f4d721394da1e9ff8cce1717d521ae6b8e4a923034594b63dc2707080f985b6ca45	common_voice_ky_17404113.mp3	Анда Бишкектеги Кытай элчилигинин аймагындагы жардыруу тартылган.	1	2				ky	
18459d821b095109cec8ce893b6a886bd3974d78327a20298c0d11bd0df10f4d721394da1e9ff8cce1717d521ae6b8e4a923034594b63dc2707080f985b6ca45	common_voice_ky_17404136.mp3	Июнь окуяларында патрондор көп эле жүргөн.	1	2				ky	
37522965aace810399e80459cad6b8156fc9ab6cacf4630cd5742a2e9958d9ab87574f17ff18b07d86b4cd6a33ca55f6b967db0207436e3fd0d28d7804799774	common_voice_ky_17411984.mp3	Макмал Коллекцияны от сыяктуу ойноктогон макмал көйнөк ачып берди.	0	3				ky	
37522965aace810399e80459cad6b8156fc9ab6cacf4630cd5742a2e9958d9ab87574f17ff18b07d86b4cd6a33ca55f6b967db0207436e3fd0d28d7804799774	common_voice_ky_17411986.mp3	Таза Коом — мамлекеттин ишин жакшыртууга багытталган долбоор.	1	2				ky	
