client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
9a037f68b1f98efb6703b02cdfa383f0c7bdc841446149a06c84e54df57534fa37eb05aa227a487cfaa55a06de444e0b41d7b3c4e9318ac49ef576c6637c524c	common_voice_tr_17341270.mp3	Ayrıca güzel manzaralı bir balkonu da var.	1	2				tr	
efb387aad3cab3fef2634adea89bbb356a43e5739f1d7ce85cab6ad2fac107afacadae58116f50648b8ec5d01aec2bd4cb3fc9680179273bd52cf4aae8f9c8f5	common_voice_tr_17341279.mp3	İnşaat için 1 milyar dolarlık yatırım gerekiyor.	0	2	thirties	male		tr	
efb387aad3cab3fef2634adea89bbb356a43e5739f1d7ce85cab6ad2fac107afacadae58116f50648b8ec5d01aec2bd4cb3fc9680179273bd52cf4aae8f9c8f5	common_voice_tr_17342165.mp3	Kotooshu unvanı 13-1'lik skorla kazandı.	0	2	thirties	male		tr	
efb387aad3cab3fef2634adea89bbb356a43e5739f1d7ce85cab6ad2fac107afacadae58116f50648b8ec5d01aec2bd4cb3fc9680179273bd52cf4aae8f9c8f5	common_voice_tr_17342168.mp3	Yarışmaya 27 ülkeden şarkıcılar katıldı.	0	2	thirties	male		tr	
efb387aad3cab3fef2634adea89bbb356a43e5739f1d7ce85cab6ad2fac107afacadae58116f50648b8ec5d01aec2bd4cb3fc9680179273bd52cf4aae8f9c8f5	common_voice_tr_17342176.mp3	Projeye ilişkin müzakereler 1998'de başlamıştı.	0	2	thirties	male		tr	
efb387aad3cab3fef2634adea89bbb356a43e5739f1d7ce85cab6ad2fac107afacadae58116f50648b8ec5d01aec2bd4cb3fc9680179273bd52cf4aae8f9c8f5	common_voice_tr_17342179.mp3	Etkinliğe 21 ülkenin temsilcileri katılıyor.	0	2	thirties	male		tr	
efb387aad3cab3fef2634adea89bbb356a43e5739f1d7ce85cab6ad2fac107afacadae58116f50648b8ec5d01aec2bd4cb3fc9680179273bd52cf4aae8f9c8f5	common_voice_tr_17342193.mp3	Periklis Iakovakis 400m engellide iddialı.	0	2	thirties	male		tr	
efb387aad3cab3fef2634adea89bbb356a43e5739f1d7ce85cab6ad2fac107afacadae58116f50648b8ec5d01aec2bd4cb3fc9680179273bd52cf4aae8f9c8f5	common_voice_tr_17342197.mp3	Hastalık 430 bin hastada ileri seviyede.	0	2	thirties	male		tr	
efb387aad3cab3fef2634adea89bbb356a43e5739f1d7ce85cab6ad2fac107afacadae58116f50648b8ec5d01aec2bd4cb3fc9680179273bd52cf4aae8f9c8f5	common_voice_tr_17342206.mp3	Mevcut işsizlik oranı ,4.	0	2	thirties	male		tr	
efb387aad3cab3fef2634adea89bbb356a43e5739f1d7ce85cab6ad2fac107afacadae58116f50648b8ec5d01aec2bd4cb3fc9680179273bd52cf4aae8f9c8f5	common_voice_tr_17342208.mp3	Karadziç 1996 yılında kanundan kaçmaya başladı.	0	2	thirties	male		tr	
c47a89c04643a5307c764b113ce8aab155b32a4bc2bebd389ee49735314be6e423b4057b7e586903058511745497d95c5dff9a5c836d649801cbf20fc48a6fb7	common_voice_tr_17343056.mp3	Geçen yıl ülkeye yaklaşık 15 milyon turist geldi.	0	2	thirties	female		tr	
c47a89c04643a5307c764b113ce8aab155b32a4bc2bebd389ee49735314be6e423b4057b7e586903058511745497d95c5dff9a5c836d649801cbf20fc48a6fb7	common_voice_tr_17343069.mp3	İlkiyse 1959 yılında meydana gelmişti.	0	2	thirties	female		tr	
c47a89c04643a5307c764b113ce8aab155b32a4bc2bebd389ee49735314be6e423b4057b7e586903058511745497d95c5dff9a5c836d649801cbf20fc48a6fb7	common_voice_tr_17343071.mp3	Şarkıcı sadece 26 yaşındaydı.	0	2	thirties	female		tr	
c47a89c04643a5307c764b113ce8aab155b32a4bc2bebd389ee49735314be6e423b4057b7e586903058511745497d95c5dff9a5c836d649801cbf20fc48a6fb7	common_voice_tr_17343073.mp3	Bugün Sırbistan'da 30 kadar ulusal banka var.	0	2	thirties	female		tr	
f7c811de6f5b89824d1bf898dd65b4417f90bbb993c0275f0ef5d76e73db9d5d731a165042760524e4f37164792005d4cb5a4f411ff89ef0f124471fa17c12a7	common_voice_tr_17343250.mp3	Polis Kovaçki'ye ait 17 mülkte arama yaptı.	0	2	twenties	male		tr	
f7c811de6f5b89824d1bf898dd65b4417f90bbb993c0275f0ef5d76e73db9d5d731a165042760524e4f37164792005d4cb5a4f411ff89ef0f124471fa17c12a7	common_voice_tr_17343264.mp3	Tavuk eti satışları yüzde 90 düştü.	0	2	twenties	male		tr	
f7c811de6f5b89824d1bf898dd65b4417f90bbb993c0275f0ef5d76e73db9d5d731a165042760524e4f37164792005d4cb5a4f411ff89ef0f124471fa17c12a7	common_voice_tr_17343282.mp3	Astibo'da 4.000 kişi çalışıyordu.	0	2	twenties	male		tr	
f7c811de6f5b89824d1bf898dd65b4417f90bbb993c0275f0ef5d76e73db9d5d731a165042760524e4f37164792005d4cb5a4f411ff89ef0f124471fa17c12a7	common_voice_tr_17343283.mp3	Bunlara ek olarak ülkenin ekonomik durumunda bir değişiklik olacağını düşünüyor musunuz?	1	2	twenties	male		tr	
f7c811de6f5b89824d1bf898dd65b4417f90bbb993c0275f0ef5d76e73db9d5d731a165042760524e4f37164792005d4cb5a4f411ff89ef0f124471fa17c12a7	common_voice_tr_17343284.mp3	Şebeke bağlantılarının 'ye yakını kaçak.	0	2	twenties	male		tr	
f7c811de6f5b89824d1bf898dd65b4417f90bbb993c0275f0ef5d76e73db9d5d731a165042760524e4f37164792005d4cb5a4f411ff89ef0f124471fa17c12a7	common_voice_tr_17343305.mp3	Kosmocell lisans için 81 milyon avro ödeyecek.	0	2	twenties	male		tr	
