client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
c92feeeea5101fc79ef7d4e7a2e5b978ea7c8f4cc72cbe07e60261724c6a9ba9eccd1b9f4217e5ab792d31fafb6fe5a4defd4390a79aa3b53acd65d4b206a275	common_voice_az_26658644.mp3	Sürfənin belə qidalanma xüsusiyyəti həm də sahibin pup mərhələsi üçün qeyd edilmişdir.	0	2				az	
c92feeeea5101fc79ef7d4e7a2e5b978ea7c8f4cc72cbe07e60261724c6a9ba9eccd1b9f4217e5ab792d31fafb6fe5a4defd4390a79aa3b53acd65d4b206a275	common_voice_az_26658647.mp3	Hüseyn xan Kərim xan Zəndin hökmranlığı dövründə də həmin vəzifədə qalmışdı.	0	2				az	
4d13a42a3780bec01cb456eb0bec61d37e8a53e399073674d7dbc0a2391baba85767852a418973f09624c7c9367f47795f925b51fb1f5b46bd9f753b87b11e8b	common_voice_az_27367112.mp3	Çılpaq dənli bitkilərin üzərində çiçək qişası olmur.	1	2				az	
4d13a42a3780bec01cb456eb0bec61d37e8a53e399073674d7dbc0a2391baba85767852a418973f09624c7c9367f47795f925b51fb1f5b46bd9f753b87b11e8b	common_voice_az_27367113.mp3	Oğlu Sultan Mahmudun səltənətinin ilk ili Patrona Xəlil və tərəfdarlarının idarəsi altında keçdi.	0	2				az	
4d13a42a3780bec01cb456eb0bec61d37e8a53e399073674d7dbc0a2391baba85767852a418973f09624c7c9367f47795f925b51fb1f5b46bd9f753b87b11e8b	common_voice_az_27367114.mp3	Ümumrusiya Sənaye Əməkdaşlıq Şurasında baş məsləhətçi vəzifəsində çalışır.	0	2				az	
4d13a42a3780bec01cb456eb0bec61d37e8a53e399073674d7dbc0a2391baba85767852a418973f09624c7c9367f47795f925b51fb1f5b46bd9f753b87b11e8b	common_voice_az_27367115.mp3	Hüquq fakültəsi Lund Universitetinin yarandığı gündən fəaliyyət göstərir.	0	2				az	
a2d570597196c14cde5aad5300acfa5b12b440b1bd1e626150cd01cc423dbc270122328fd06aec60df2eb6cbe8ba774b19db9cbaae00a08231f76eb4e0a6b0d1	common_voice_az_27426030.mp3	Hamı işlə məşğuldur.	1	2				az	
dda687b0c72d6a05cb03e47401dbead4d8f09a26ba37061c1c413ae7923569dffcf05a9a2c46b152992a2d733dada1daff038e4fab9e7f38d0600ccc6a1f0b49	common_voice_az_27646596.mp3	Mənbələrdə Aşağı Qaraməryəm variantında da qeyd olunur.	1	2	twenties	male		az	
dda687b0c72d6a05cb03e47401dbead4d8f09a26ba37061c1c413ae7923569dffcf05a9a2c46b152992a2d733dada1daff038e4fab9e7f38d0600ccc6a1f0b49	common_voice_az_27646608.mp3	Xarici yanma mühərriki olan bir istilik mühərriki növüdür.	1	2	twenties	male		az	
dda687b0c72d6a05cb03e47401dbead4d8f09a26ba37061c1c413ae7923569dffcf05a9a2c46b152992a2d733dada1daff038e4fab9e7f38d0600ccc6a1f0b49	common_voice_az_27646610.mp3	Binanın layihəsi bu gündə qorunub saxlanılmışdır.	1	2	twenties	male		az	
dda687b0c72d6a05cb03e47401dbead4d8f09a26ba37061c1c413ae7923569dffcf05a9a2c46b152992a2d733dada1daff038e4fab9e7f38d0600ccc6a1f0b49	common_voice_az_27646611.mp3	Adı Luar və Şer çaylarından gəlir.	1	2	twenties	male		az	
dda687b0c72d6a05cb03e47401dbead4d8f09a26ba37061c1c413ae7923569dffcf05a9a2c46b152992a2d733dada1daff038e4fab9e7f38d0600ccc6a1f0b49	common_voice_az_27646612.mp3	Sözlər birdən çox anlama gələ bilər.	1	2	twenties	male		az	
dda687b0c72d6a05cb03e47401dbead4d8f09a26ba37061c1c413ae7923569dffcf05a9a2c46b152992a2d733dada1daff038e4fab9e7f38d0600ccc6a1f0b49	common_voice_az_27646614.mp3	Oksana Kurt ailəlidir.	0	2	twenties	male		az	
dda687b0c72d6a05cb03e47401dbead4d8f09a26ba37061c1c413ae7923569dffcf05a9a2c46b152992a2d733dada1daff038e4fab9e7f38d0600ccc6a1f0b49	common_voice_az_27646633.mp3	Dəfn yeri məlum deyil.	0	2	twenties	male		az	
07a851ed6d3225a0d28796bf2583a4c3561bd9ec0a28d68a12736ca3f4f57e567ec6e652fcd4a50a355b7716f0a12b1da2201d3dd75b1ceb57083912e5c50636	common_voice_az_28841709.mp3	Riyaziyyatda isbat fərziyyə müddəalar teorem adlanırlar.	1	2	fourties	male		az	
e6b299e039494606dec443d8ac1e51f6133b2186acbcb79fac67f74492490c2d0b51f8b4b6486cba68297f60a6ee84f32dc225eb84b07e24372f162334cfa7a3	common_voice_az_29101439.mp3	Onların vasitə və imkanlarının aparılması ilə həyata keçirilən prosesdir.	0	2				az	
e6b299e039494606dec443d8ac1e51f6133b2186acbcb79fac67f74492490c2d0b51f8b4b6486cba68297f60a6ee84f32dc225eb84b07e24372f162334cfa7a3	common_voice_az_29101441.mp3	Rəngi ağdır.	0	2				az	
e6b299e039494606dec443d8ac1e51f6133b2186acbcb79fac67f74492490c2d0b51f8b4b6486cba68297f60a6ee84f32dc225eb84b07e24372f162334cfa7a3	common_voice_az_29101444.mp3	Gənc kəndli səhnəyə atılır.	1	2				az	
