client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
b4d52ef0bd66523a65e7a5c595a4fef91f2f4e8d3995a3b41dced1203272a36f6914794c15c94138a57b9bfd60b0c5cd977b9cdc2e2b9fd79e97eea02740dcb8	common_voice_az_28316581.mp3	Üzv təşkilat və quruluş dövlət isə digər dövlətlərlə hər cür diplomatik münasibətlərdə ola bilirlər.	2	1	twenties	male		az	
b4d52ef0bd66523a65e7a5c595a4fef91f2f4e8d3995a3b41dced1203272a36f6914794c15c94138a57b9bfd60b0c5cd977b9cdc2e2b9fd79e97eea02740dcb8	common_voice_az_28316582.mp3	Filmin rejissoru və həmmüəllifi İlham Qasımov.	2	0	twenties	male		az	
b4d52ef0bd66523a65e7a5c595a4fef91f2f4e8d3995a3b41dced1203272a36f6914794c15c94138a57b9bfd60b0c5cd977b9cdc2e2b9fd79e97eea02740dcb8	common_voice_az_28316583.mp3	Eyni zamanda Polşanın cari texniki ədəbiyyatını və xarici ədəbiyyatın böyük seçimini təklif edir.	2	0	twenties	male		az	
b4d52ef0bd66523a65e7a5c595a4fef91f2f4e8d3995a3b41dced1203272a36f6914794c15c94138a57b9bfd60b0c5cd977b9cdc2e2b9fd79e97eea02740dcb8	common_voice_az_28316584.mp3	Faydalı qazıntıları neft və qum yataqları ilə təmsil olunur.	2	0	twenties	male		az	
b4d52ef0bd66523a65e7a5c595a4fef91f2f4e8d3995a3b41dced1203272a36f6914794c15c94138a57b9bfd60b0c5cd977b9cdc2e2b9fd79e97eea02740dcb8	common_voice_az_28316585.mp3	Birinci mövsüm Legendariumun ikinci dövründə baş verən hadisələr haqqında bəhs edəcək.	2	0	twenties	male		az	
b4d52ef0bd66523a65e7a5c595a4fef91f2f4e8d3995a3b41dced1203272a36f6914794c15c94138a57b9bfd60b0c5cd977b9cdc2e2b9fd79e97eea02740dcb8	common_voice_az_28316591.mp3	Yeni Cənubi Uels Universitetində müxtəlif təqaüdlər mövcuddur.	2	1	twenties	male		az	
b4d52ef0bd66523a65e7a5c595a4fef91f2f4e8d3995a3b41dced1203272a36f6914794c15c94138a57b9bfd60b0c5cd977b9cdc2e2b9fd79e97eea02740dcb8	common_voice_az_28316592.mp3	Ədəbiyyat üzrə Prezident təqaüdçüsüdür.	2	0	twenties	male		az	
b4d52ef0bd66523a65e7a5c595a4fef91f2f4e8d3995a3b41dced1203272a36f6914794c15c94138a57b9bfd60b0c5cd977b9cdc2e2b9fd79e97eea02740dcb8	common_voice_az_28316593.mp3	Rus qoşunlarının İrəvan xanlığını işğal etməsində ermənilər xüsusi fəallıq göstərmişdilər.	2	0	twenties	male		az	
b4d52ef0bd66523a65e7a5c595a4fef91f2f4e8d3995a3b41dced1203272a36f6914794c15c94138a57b9bfd60b0c5cd977b9cdc2e2b9fd79e97eea02740dcb8	common_voice_az_28316594.mp3	Meşə florası yalnız dərman bitkiləri yığmaq üçün istifadə olunurdu.	2	0	twenties	male		az	
b4d52ef0bd66523a65e7a5c595a4fef91f2f4e8d3995a3b41dced1203272a36f6914794c15c94138a57b9bfd60b0c5cd977b9cdc2e2b9fd79e97eea02740dcb8	common_voice_az_28316595.mp3	Yay qısa və sərin olur.	2	0	twenties	male		az	
