client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_19973269.mp3	Аллаҳ, уи зыда Нцәа дыҟам иоуп. Иреиӷьӡоу ахьӡқәагьы Иара изкуп.	1	2	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_19991494.mp3	Арҭ шәара шәзы ҩныҵҟалагьы адәахьалагьы аҽрыцқьараз бжьгароуп.	0	2	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_19991496.mp3	Абри, дара ирыҭоу, иҵабыргыҵәҟьоу ажәоуп.	0	2	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_19991895.mp3	Аллаҳ ажәҩанқәеи адгьыли рылашара иоуп.	0	2	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_19993067.mp3	Уара, аԥсаԥазы инырхша иуазҵаауеит.	1	2	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_19993068.mp3	Аусқәа зегьы рҵыхәтәа Аллаҳ иахь ауп иахькылсуа.	1	2	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_19993069.mp3	Иҵабыргыҵәҟьаны, Аллаҳ, Исраил иԥацәа рҟынтә ажәа рымиххьан.	0	2	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20109749.mp3	Убарҭ роуп алашара иазкылсны, ргәыхәтәы иахьӡап ҳәа агәыӷра змоугьы.	0	2	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20109753.mp3	Амра акәзар, иара иазку хырхарҭак ала иӡсо игьажьуа ицоит.	0	2	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20109823.mp3	Инаԥшызар, ари иршәыз дара идыршәыз алабақәа аанкыланы албаадара иаҿуп!	1	3	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20109826.mp3	Аллаҳи ишацәеи аԥааимбар кырӡа иқәныҳәоит.	0	2	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20109828.mp3	Аллаҳ ақәыӡбараҿы даараӡа дыӷәӷәоуп.	0	2	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20110395.mp3	Ишәфо ифоит, ишәжәуа ижәуеит.	0	2	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20110396.mp3	Амала, алымҳа аҵаӷьычра зҽазызкыз акылӡырҩы дхазуп. Уигьы ицырцыруа ибылуа гәашьа цәымзак ишьҭалоит.	1	2	thirties	male		ab	
